session_id,session_start,phase,cal_dec_axis_x,cal_dec_axis_y,iteration,duration_sec,sample_count,drift_rate_px_per_min,drift_rate_se_2sigma,t_statistic,is_significant,feedback
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,1,5.026,151,2.9017,0.4363,13.2999,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,2,5.018,151,4.3861,0.4388,19.9924,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,3,5.011,151,3.8290,0.4712,16.2537,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,4,5.020,151,2.7449,0.3723,14.7437,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,5,5.029,151,4.3430,0.3535,24.5723,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,6,5.027,151,4.4578,0.3740,23.8381,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,7,5.022,151,5.8044,0.5435,21.3591,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,8,5.025,151,3.2811,0.8635,7.6000,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,9,5.024,151,3.9567,0.3999,19.7884,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,10,5.012,151,2.6714,0.4135,12.9211,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,11,5.024,151,2.4505,0.9918,4.9417,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,12,5.019,151,2.2552,0.3764,11.9832,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,13,5.032,151,1.7305,0.4003,8.6456,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,14,5.026,151,1.3320,0.3960,6.7266,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,15,5.009,151,2.1742,0.4067,10.6926,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,16,5.008,151,1.9420,0.4078,9.5248,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,17,5.024,151,1.3725,0.4941,5.5557,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,18,5.022,151,2.9414,0.5941,9.9020,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,19,5.006,151,1.9654,0.4267,9.2115,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,20,5.018,151,3.1854,0.5242,12.1527,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,21,5.014,151,1.6143,0.5564,5.8026,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,22,5.457,164,1.0212,0.4534,4.5052,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,23,5.028,151,3.4762,0.4605,15.0975,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,24,5.012,151,8.0951,0.7761,20.8611,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,25,5.021,151,1.8405,0.2786,13.2109,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,26,5.022,151,5.4368,0.5006,21.7223,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,27,5.026,151,2.1538,0.3241,13.2927,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,28,5.013,151,3.0797,0.4999,12.3206,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,29,5.025,151,1.2889,0.5221,4.9372,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,30,5.007,151,4.6076,0.5111,18.0312,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,31,5.020,151,1.9462,0.4943,7.8737,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,32,5.020,151,-1.1541,0.4609,-5.0082,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,azimuth,-0.9329760624734439,0.3599384209160626,33,30.023,901,0.4452,0.0277,32.1348,false,complete
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,altitude,-0.9379295285876507,0.34682589206019143,1,5.006,151,-1.1134,0.6598,-3.3752,true,initial
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,altitude,-0.9379295285876507,0.34682589206019143,2,6.343,191,-1.0198,0.3444,-5.9220,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,altitude,-0.9379295285876507,0.34682589206019143,3,5.027,151,-1.2487,0.4171,-5.9875,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,altitude,-0.9379295285876507,0.34682589206019143,4,5.026,151,-2.8615,0.6559,-8.7254,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,altitude,-0.9379295285876507,0.34682589206019143,5,5.027,151,-2.6284,0.5115,-10.2763,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,altitude,-0.9379295285876507,0.34682589206019143,6,6.637,200,-1.0169,0.3639,-5.5885,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,altitude,-0.9379295285876507,0.34682589206019143,7,8.376,252,-1.0072,0.3266,-6.1686,true,sameDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,altitude,-0.9379295285876507,0.34682589206019143,8,5.093,153,-1.0087,0.6911,-2.9192,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,altitude,-0.9379295285876507,0.34682589206019143,9,5.019,151,3.5372,1.1177,6.3294,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,altitude,-0.9379295285876507,0.34682589206019143,10,7.548,227,-1.0037,0.2431,-8.2565,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,altitude,-0.9379295285876507,0.34682589206019143,11,6.720,202,-1.0101,0.4058,-4.9791,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,altitude,-0.9379295285876507,0.34682589206019143,12,5.008,151,1.9274,0.6367,6.0547,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,altitude,-0.9379295285876507,0.34682589206019143,13,10.850,326,-1.0132,0.1706,-11.8797,true,reverseDirection
97D118C3-CA2B-47BE-BC3F-B53FAF39A7CA,2026-05-17T11:38:35Z,altitude,-0.9379295285876507,0.34682589206019143,14,30.024,901,-0.4302,0.0463,-18.5984,false,complete
